lang,problem,model,experiment,pass@1,pass@10,pass@100
cpp,HumanEval_133_sum_squares,davinci,keep,0.99,NA,NA
scala,HumanEval_28_concatenate,incoder,remove,1.00,NA,NA
cs,HumanEval_25_factorize,incoder,remove,0.00,NA,NA
js,HumanEval_26_remove_duplicates,incoder,transform,0.01,NA,NA
d,HumanEval_41_car_race_collision,incoder,transform,0.00,NA,NA
jl,HumanEval_120_maximum,davinci,transform,0.55,NA,NA
jl,HumanEval_88_sort_array,incoder,remove,0.00,NA,NA
pl,HumanEval_162_string_to_md5,incoder,transform,0.00,NA,NA
jl,HumanEval_13_greatest_common_divisor,davinci,keep,1.00,NA,NA
php,HumanEval_43_pairs_sum_to_zero,davinci,transform,0.70,NA,NA
d,HumanEval_58_common,incoder,reworded,0.00,0.00,0.00
rkt,HumanEval_45_triangle_area,incoder,transform,0.00,NA,NA
cs,HumanEval_75_is_multiply_prime,incoder,remove,0.00,NA,NA
d,HumanEval_119_match_parens,davinci,transform,0.00,NA,NA
swift,HumanEval_18_how_many_times,davinci,remove,0.01,NA,NA
cs,HumanEval_91_is_bored,davinci,reworded,0.00,0.27,0.99
java,HumanEval_101_words_string,incoder,transform,0.00,NA,NA
php,HumanEval_115_max_fill,davinci,transform,0.01,NA,NA
php,HumanEval_21_rescale_to_unit,davinci,keep,1.00,NA,NA
ts,HumanEval_59_largest_prime_factor,davinci,keep,0.99,NA,NA
jl,HumanEval_133_sum_squares,davinci,transform,0.98,NA,NA
rkt,HumanEval_87_get_row,davinci,remove,0.00,NA,NA
js,HumanEval_137_compare_one,incoder,remove,0.00,NA,NA
swift,HumanEval_138_is_equal_to_sum_even,incoder,keep,0.00,NA,NA
ts,HumanEval_147_get_max_triples,davinci,keep,0.96,NA,NA
js,HumanEval_103_rounded_avg,davinci,transform,0.00,NA,NA
jl,HumanEval_37_sort_even,incoder,remove,0.00,NA,NA
r,HumanEval_67_fruit_distribution,davinci,reworded,0.00,0.62,1.00
pl,HumanEval_139_special_factorial,incoder,reworded,0.03,0.10,0.75
sh,HumanEval_86_anti_shuffle,incoder,transform,0.00,NA,NA
lua,HumanEval_150_x_or_y,davinci,reworded,0.00,0.38,1.00
rb,HumanEval_90_next_smallest,davinci,keep,0.87,NA,NA
cpp,HumanEval_147_get_max_triples,davinci,keep,0.22,NA,NA
cs,HumanEval_141_file_name_check,davinci,reworded,0.01,0.73,1.00
js,HumanEval_131_digits,davinci,transform,0.00,NA,NA
cpp,HumanEval_140_fix_spaces,incoder,keep,0.00,NA,NA
r,HumanEval_36_fizz_buzz,incoder,remove,0.00,NA,NA
go,HumanEval_113_odd_count,davinci,keep,0.77,NA,NA
py,HumanEval_70_strange_sort_list,davinci,remove,0.12,NA,NA
rs,HumanEval_73_smallest_change,davinci,remove,0.99,NA,NA
sh,HumanEval_36_fizz_buzz,davinci,reworded,0.20,0.41,1.00
ts,HumanEval_110_exchange,incoder,keep,0.00,NA,NA
py,HumanEval_155_even_odd_count,incoder,transform,0.00,NA,NA
scala,HumanEval_85_add,davinci,remove,0.75,NA,NA
rkt,HumanEval_96_count_up_to,davinci,keep,0.01,NA,NA
py,HumanEval_105_by_length,davinci,reworded,0.04,1.00,1.00
swift,HumanEval_90_next_smallest,davinci,remove,0.00,NA,NA
r,HumanEval_23_strlen,incoder,keep,0.00,NA,NA
rkt,HumanEval_15_string_sequence,incoder,transform,0.00,NA,NA
jl,HumanEval_5_intersperse,davinci,keep,0.40,NA,NA
rb,HumanEval_119_match_parens,davinci,remove,0.00,NA,NA
r,HumanEval_152_compare,davinci,reworded,0.98,1.00,1.00
swift,HumanEval_7_filter_by_substring,incoder,reworded,0.32,0.95,1.00
cpp,HumanEval_131_digits,davinci,remove,0.00,NA,NA
ts,HumanEval_115_max_fill,incoder,transform,0.00,NA,NA
py,HumanEval_97_multiply,davinci,keep,0.95,NA,NA
rkt,HumanEval_121_solution,davinci,remove,0.01,NA,NA
d,HumanEval_36_fizz_buzz,incoder,transform,0.00,NA,NA
go,HumanEval_43_pairs_sum_to_zero,davinci,reworded,0.06,1.00,1.00
rb,HumanEval_123_get_odd_collatz,davinci,keep,0.10,NA,NA
pl,HumanEval_100_make_a_pile,incoder,keep,0.08,NA,NA
swift,HumanEval_124_valid_date,davinci,keep,0.00,NA,NA
rkt,HumanEval_76_is_simple_power,incoder,transform,0.00,NA,NA
r,HumanEval_31_is_prime,davinci,transform,0.97,NA,NA
java,HumanEval_94_skjkasdkd,incoder,reworded,0.00,0.00,0.00
pl,HumanEval_86_anti_shuffle,incoder,remove,0.00,NA,NA
py,HumanEval_56_correct_bracketing,incoder,remove,0.41,NA,NA
rb,HumanEval_36_fizz_buzz,davinci,keep,0.49,NA,NA
rs,HumanEval_34_unique,incoder,reworded,0.09,0.38,1.00
r,HumanEval_119_match_parens,incoder,remove,0.00,NA,NA
scala,HumanEval_130_tri,incoder,remove,0.00,NA,NA
cs,HumanEval_122_add_elements,incoder,remove,0.00,NA,NA
php,HumanEval_15_string_sequence,davinci,transform,0.31,NA,NA
lua,HumanEval_45_triangle_area,davinci,keep,1.00,NA,NA
scala,HumanEval_98_count_upper,davinci,keep,0.06,NA,NA
rb,HumanEval_4_mean_absolute_deviation,incoder,keep,0.00,NA,NA
scala,HumanEval_31_is_prime,davinci,remove,0.85,NA,NA
cpp,HumanEval_39_prime_fib,incoder,transform,0.00,NA,NA
rb,HumanEval_18_how_many_times,davinci,keep,0.08,NA,NA
js,HumanEval_121_solution,davinci,remove,0.92,NA,NA
r,HumanEval_8_sum_product,davinci,remove,0.00,NA,NA
d,HumanEval_13_greatest_common_divisor,incoder,remove,0.11,NA,NA
pl,HumanEval_24_largest_divisor,davinci,remove,0.35,NA,NA
rkt,HumanEval_119_match_parens,incoder,remove,0.00,NA,NA
php,HumanEval_157_right_angle_triangle,incoder,remove,0.00,NA,NA
php,HumanEval_70_strange_sort_list,davinci,remove,0.08,NA,NA
rs,HumanEval_112_reverse_delete,incoder,remove,0.00,NA,NA
pl,HumanEval_40_triples_sum_to_zero,davinci,transform,0.90,NA,NA
lua,HumanEval_97_multiply,incoder,remove,0.00,NA,NA
rkt,HumanEval_158_find_max,davinci,remove,0.07,NA,NA
cs,HumanEval_69_search,davinci,remove,0.17,NA,NA
cpp,HumanEval_98_count_upper,davinci,transform,0.21,NA,NA
php,HumanEval_127_intersection,incoder,transform,0.01,NA,NA
lua,HumanEval_47_median,davinci,remove,0.79,NA,NA
rb,HumanEval_18_how_many_times,incoder,keep,0.01,NA,NA
sh,HumanEval_107_even_odd_palindrome,incoder,reworded,0.00,0.00,0.00
rs,HumanEval_12_longest,incoder,transform,0.00,NA,NA
scala,HumanEval_27_flip_case,incoder,keep,0.14,NA,NA
lua,HumanEval_114_minSubArraySum,davinci,reworded,0.99,1.00,1.00
rb,HumanEval_85_add,davinci,keep,0.49,NA,NA
go,HumanEval_153_Strongest_Extension,davinci,keep,0.00,NA,NA
pl,HumanEval_95_check_dict_case,davinci,transform,0.03,NA,NA
scala,HumanEval_20_find_closest_elements,davinci,transform,0.10,NA,NA
scala,HumanEval_4_mean_absolute_deviation,incoder,transform,0.56,NA,NA
swift,HumanEval_91_is_bored,davinci,reworded,0.12,0.55,1.00
go,HumanEval_115_max_fill,davinci,keep,0.00,NA,NA
go,HumanEval_148_bf,incoder,reworded,0.00,0.00,0.00
js,HumanEval_147_get_max_triples,davinci,transform,1.00,NA,NA
cpp,HumanEval_144_simplify,davinci,remove,0.70,NA,NA
r,HumanEval_41_car_race_collision,davinci,transform,0.01,NA,NA
sh,HumanEval_9_rolling_max,incoder,transform,0.00,NA,NA
lua,HumanEval_31_is_prime,incoder,keep,0.40,NA,NA
ts,HumanEval_80_is_happy,davinci,remove,0.22,NA,NA
jl,HumanEval_125_split_words,incoder,reworded,0.00,0.00,0.00
lua,HumanEval_72_will_it_fly,incoder,remove,0.00,NA,NA
rs,HumanEval_104_unique_digits,davinci,keep,0.63,NA,NA
php,HumanEval_98_count_upper,davinci,remove,0.38,NA,NA
scala,HumanEval_54_same_chars,davinci,remove,0.02,NA,NA
js,HumanEval_73_smallest_change,incoder,reworded,0.00,0.05,0.50
ts,HumanEval_77_iscube,davinci,transform,0.24,NA,NA
jl,HumanEval_15_string_sequence,davinci,transform,0.63,NA,NA
lua,HumanEval_25_factorize,incoder,transform,0.00,NA,NA
cpp,HumanEval_46_fib4,davinci,keep,0.40,NA,NA
pl,HumanEval_41_car_race_collision,davinci,keep,0.02,NA,NA
php,HumanEval_142_sum_squares,incoder,keep,0.01,NA,NA
swift,HumanEval_28_concatenate,incoder,keep,0.99,NA,NA
pl,HumanEval_141_file_name_check,davinci,remove,0.18,NA,NA
pl,HumanEval_104_unique_digits,incoder,remove,0.08,NA,NA
scala,HumanEval_47_median,incoder,remove,0.00,NA,NA
jl,HumanEval_114_minSubArraySum,incoder,transform,0.00,NA,NA
go,HumanEval_61_correct_bracketing,davinci,reworded,0.59,1.00,1.00
js,HumanEval_1_separate_paren_groups,davinci,reworded,0.82,0.98,1.00
cpp,HumanEval_61_correct_bracketing,incoder,reworded,0.00,0.31,0.99
rkt,HumanEval_16_count_distinct_characters,incoder,transform,0.00,NA,NA
rkt,HumanEval_132_is_nested,incoder,remove,0.00,NA,NA
d,HumanEval_31_is_prime,davinci,keep,0.63,NA,NA
ts,HumanEval_131_digits,incoder,keep,0.00,NA,NA
d,HumanEval_96_count_up_to,davinci,remove,0.00,NA,NA
cs,HumanEval_163_generate_integers,davinci,transform,0.00,NA,NA
py,HumanEval_135_can_arrange,incoder,keep,0.00,NA,NA
go,HumanEval_142_sum_squares,incoder,keep,0.00,NA,NA
php,HumanEval_146_specialFilter,davinci,keep,0.11,NA,NA
r,HumanEval_39_prime_fib,davinci,remove,0.00,NA,NA
rs,HumanEval_34_unique,incoder,transform,0.01,NA,NA
py,HumanEval_148_bf,incoder,transform,0.00,NA,NA
scala,HumanEval_36_fizz_buzz,incoder,transform,0.00,NA,NA
ts,HumanEval_45_triangle_area,incoder,keep,0.90,NA,NA
rs,HumanEval_89_encrypt,davinci,remove,0.17,NA,NA
lua,HumanEval_57_monotonic,incoder,remove,0.02,NA,NA
swift,HumanEval_53_add,davinci,remove,1.00,NA,NA
swift,HumanEval_73_smallest_change,davinci,transform,0.92,NA,NA
rb,HumanEval_44_change_base,incoder,remove,0.33,NA,NA
cs,HumanEval_162_string_to_md5,incoder,keep,0.00,NA,NA
r,HumanEval_2_truncate_number,incoder,reworded,0.27,0.57,1.00
rb,HumanEval_43_pairs_sum_to_zero,incoder,reworded,0.01,0.00,0.00
cs,HumanEval_69_search,davinci,keep,0.14,NA,NA
php,HumanEval_129_minPath,incoder,keep,0.00,NA,NA
js,HumanEval_67_fruit_distribution,incoder,transform,0.00,NA,NA
swift,HumanEval_48_is_palindrome,davinci,keep,0.25,NA,NA
jl,HumanEval_14_all_prefixes,incoder,reworded,0.00,0.00,0.00
cs,HumanEval_112_reverse_delete,davinci,reworded,0.00,0.98,1.00
rs,HumanEval_55_fib,davinci,reworded,1.00,1.00,1.00
swift,HumanEval_153_Strongest_Extension,davinci,reworded,0.00,0.52,1.00
js,HumanEval_81_numerical_letter_grade,davinci,keep,0.03,NA,NA
py,HumanEval_55_fib,davinci,reworded,1.00,1.00,1.00
ts,HumanEval_121_solution,davinci,reworded,0.98,1.00,1.00
d,HumanEval_131_digits,incoder,reworded,0.00,0.00,0.00
php,HumanEval_52_below_threshold,davinci,reworded,0.92,1.00,1.00
php,HumanEval_34_unique,davinci,keep,0.73,NA,NA
d,HumanEval_112_reverse_delete,davinci,transform,0.00,NA,NA
scala,HumanEval_119_match_parens,incoder,transform,0.00,NA,NA
rkt,HumanEval_57_monotonic,davinci,transform,0.01,NA,NA
pl,HumanEval_59_largest_prime_factor,davinci,transform,0.99,NA,NA
java,HumanEval_157_right_angle_triangle,davinci,remove,0.10,NA,NA
d,HumanEval_109_move_one_ball,davinci,remove,0.01,NA,NA
rkt,HumanEval_33_sort_third,incoder,transform,0.00,NA,NA
sh,HumanEval_44_change_base,incoder,remove,0.00,NA,NA
cs,HumanEval_19_sort_numbers,davinci,remove,0.16,NA,NA
jl,HumanEval_16_count_distinct_characters,incoder,reworded,0.00,0.00,0.00
php,HumanEval_61_correct_bracketing,incoder,transform,0.00,NA,NA
rs,HumanEval_91_is_bored,incoder,reworded,0.00,0.00,0.00
sh,HumanEval_55_fib,davinci,keep,1.00,NA,NA
jl,HumanEval_160_do_algebra,incoder,transform,0.00,NA,NA
rs,HumanEval_53_add,incoder,remove,1.00,NA,NA
js,HumanEval_122_add_elements,incoder,transform,0.00,NA,NA
go,HumanEval_161_solve,davinci,remove,0.00,NA,NA
rkt,HumanEval_25_factorize,davinci,transform,0.78,NA,NA
r,HumanEval_29_filter_by_prefix,davinci,reworded,0.04,1.00,1.00
scala,HumanEval_49_modp,incoder,remove,0.00,NA,NA
swift,HumanEval_112_reverse_delete,davinci,keep,0.71,NA,NA
java,HumanEval_158_find_max,davinci,transform,0.00,NA,NA
rkt,HumanEval_142_sum_squares,davinci,transform,0.00,NA,NA
js,HumanEval_14_all_prefixes,incoder,transform,0.07,NA,NA
r,HumanEval_65_circular_shift,incoder,keep,0.00,NA,NA
lua,HumanEval_135_can_arrange,incoder,transform,0.00,NA,NA
php,HumanEval_147_get_max_triples,davinci,keep,1.00,NA,NA
java,HumanEval_71_triangle_area,incoder,reworded,0.00,0.00,0.00
rkt,HumanEval_125_split_words,davinci,reworded,0.00,0.00,0.00
lua,HumanEval_25_factorize,incoder,remove,0.00,NA,NA
rs,HumanEval_159_eat,davinci,reworded,0.48,0.97,1.00
js,HumanEval_137_compare_one,davinci,remove,0.47,NA,NA
rb,HumanEval_143_words_in_sentence,incoder,reworded,0.00,0.00,0.00
ts,HumanEval_69_search,incoder,keep,0.00,NA,NA
rkt,HumanEval_133_sum_squares,incoder,transform,0.00,NA,NA
js,HumanEval_3_below_zero,incoder,transform,0.15,NA,NA
sh,HumanEval_106_f,davinci,transform,0.19,NA,NA
ts,HumanEval_143_words_in_sentence,incoder,transform,0.00,NA,NA
rkt,HumanEval_60_sum_to_n,davinci,keep,1.00,NA,NA
lua,HumanEval_138_is_equal_to_sum_even,davinci,reworded,0.04,0.47,1.00
cs,HumanEval_74_total_match,davinci,keep,0.00,NA,NA
rkt,HumanEval_95_check_dict_case,davinci,keep,0.00,NA,NA
r,HumanEval_47_median,davinci,transform,0.88,NA,NA
lua,HumanEval_128_prod_signs,davinci,remove,0.10,NA,NA
rb,HumanEval_101_words_string,incoder,remove,0.00,NA,NA
py,HumanEval_48_is_palindrome,incoder,reworded,1.00,1.00,1.00
go,HumanEval_26_remove_duplicates,davinci,remove,0.01,NA,NA
pl,HumanEval_134_check_if_last_char_is_a_letter,incoder,reworded,0.00,0.00,0.00
cpp,HumanEval_101_words_string,davinci,keep,0.10,NA,NA
java,HumanEval_110_exchange,incoder,transform,0.00,NA,NA
js,HumanEval_34_unique,davinci,remove,0.00,NA,NA
js,HumanEval_152_compare,incoder,reworded,0.52,0.94,1.00
cpp,HumanEval_71_triangle_area,incoder,keep,0.00,NA,NA
d,HumanEval_141_file_name_check,incoder,reworded,0.00,0.00,0.00
go,HumanEval_40_triples_sum_to_zero,incoder,transform,0.00,NA,NA
scala,HumanEval_99_closest_integer,davinci,reworded,0.09,0.70,1.00
go,HumanEval_47_median,incoder,keep,0.00,NA,NA
java,HumanEval_103_rounded_avg,davinci,remove,0.00,NA,NA
cpp,HumanEval_43_pairs_sum_to_zero,incoder,remove,0.01,NA,NA
sh,HumanEval_149_sorted_list_sum,davinci,reworded,0.00,0.00,0.00
go,HumanEval_156_int_to_mini_roman,incoder,keep,0.00,NA,NA
jl,HumanEval_116_sort_array,davinci,transform,0.00,NA,NA
jl,HumanEval_47_median,incoder,keep,0.00,NA,NA
d,HumanEval_15_string_sequence,davinci,transform,0.00,NA,NA
js,HumanEval_33_sort_third,incoder,reworded,0.00,0.00,0.00
js,HumanEval_109_move_one_ball,davinci,transform,0.02,NA,NA
d,HumanEval_49_modp,incoder,remove,0.01,NA,NA
ts,HumanEval_94_skjkasdkd,davinci,remove,0.02,NA,NA
php,HumanEval_85_add,incoder,keep,0.00,NA,NA
cpp,HumanEval_113_odd_count,incoder,remove,0.00,NA,NA
sh,HumanEval_17_parse_music,davinci,remove,0.02,NA,NA
py,HumanEval_109_move_one_ball,incoder,keep,0.00,NA,NA
sh,HumanEval_51_remove_vowels,incoder,remove,0.02,NA,NA
lua,HumanEval_113_odd_count,incoder,remove,0.00,NA,NA
php,HumanEval_131_digits,incoder,remove,0.00,NA,NA
pl,HumanEval_46_fib4,incoder,reworded,0.00,0.34,1.00
jl,HumanEval_22_filter_integers,incoder,remove,0.03,NA,NA
cs,HumanEval_109_move_one_ball,incoder,remove,0.00,NA,NA
php,HumanEval_92_any_int,incoder,reworded,0.00,0.05,0.50
swift,HumanEval_23_strlen,davinci,keep,0.32,NA,NA
cs,HumanEval_37_sort_even,incoder,transform,0.00,NA,NA
rb,HumanEval_43_pairs_sum_to_zero,incoder,remove,0.00,NA,NA
r,HumanEval_47_median,incoder,remove,0.00,NA,NA
js,HumanEval_73_smallest_change,davinci,remove,0.99,NA,NA
cpp,HumanEval_131_digits,incoder,remove,0.00,NA,NA
lua,HumanEval_29_filter_by_prefix,incoder,remove,0.56,NA,NA
lua,HumanEval_80_is_happy,davinci,reworded,0.40,0.88,1.00
cpp,HumanEval_52_below_threshold,davinci,reworded,0.90,1.00,1.00
go,HumanEval_71_triangle_area,davinci,reworded,0.00,0.00,0.00
cs,HumanEval_4_mean_absolute_deviation,incoder,transform,0.94,NA,NA
pl,HumanEval_157_right_angle_triangle,davinci,remove,0.37,NA,NA
go,HumanEval_20_find_closest_elements,incoder,reworded,0.00,0.00,0.00
d,HumanEval_70_strange_sort_list,incoder,reworded,0.00,0.00,0.00
py,HumanEval_157_right_angle_triangle,davinci,keep,0.29,NA,NA
js,HumanEval_147_get_max_triples,davinci,remove,0.99,NA,NA
js,HumanEval_158_find_max,incoder,remove,0.00,NA,NA
sh,HumanEval_156_int_to_mini_roman,davinci,reworded,0.11,0.80,1.00
sh,HumanEval_42_incr_list,davinci,keep,0.82,NA,NA
r,HumanEval_3_below_zero,davinci,remove,0.42,NA,NA
rb,HumanEval_6_parse_nested_parens,incoder,keep,0.00,NA,NA
scala,HumanEval_123_get_odd_collatz,incoder,remove,0.00,NA,NA
js,HumanEval_115_max_fill,incoder,remove,0.00,NA,NA
rkt,HumanEval_91_is_bored,davinci,reworded,0.00,0.05,0.50
rs,HumanEval_128_prod_signs,davinci,remove,0.83,NA,NA
sh,HumanEval_66_digitSum,davinci,remove,0.74,NA,NA
js,HumanEval_110_exchange,incoder,reworded,0.01,0.00,0.00
java,HumanEval_25_factorize,davinci,reworded,1.00,1.00,1.00
sh,HumanEval_74_total_match,incoder,keep,0.00,NA,NA
php,HumanEval_139_special_factorial,incoder,reworded,0.00,0.10,0.75
rkt,HumanEval_86_anti_shuffle,incoder,transform,0.00,NA,NA
jl,HumanEval_40_triples_sum_to_zero,incoder,keep,0.00,NA,NA
go,HumanEval_163_generate_integers,davinci,keep,0.00,NA,NA
sh,HumanEval_111_histogram,davinci,transform,0.00,NA,NA
cpp,HumanEval_107_even_odd_palindrome,incoder,transform,0.00,NA,NA
ts,HumanEval_34_unique,incoder,transform,0.00,NA,NA
cs,HumanEval_158_find_max,incoder,remove,0.00,NA,NA
lua,HumanEval_2_truncate_number,davinci,remove,1.00,NA,NA
jl,HumanEval_126_is_sorted,incoder,transform,0.00,NA,NA
swift,HumanEval_145_order_by_points,incoder,keep,0.00,NA,NA
js,HumanEval_53_add,davinci,remove,1.00,NA,NA
scala,HumanEval_45_triangle_area,incoder,transform,0.02,NA,NA
cpp,HumanEval_88_sort_array,davinci,remove,0.14,NA,NA
swift,HumanEval_76_is_simple_power,davinci,reworded,0.51,0.87,1.00
js,HumanEval_16_count_distinct_characters,davinci,reworded,0.80,1.00,1.00
cs,HumanEval_27_flip_case,davinci,reworded,0.94,1.00,1.00
go,HumanEval_69_search,incoder,reworded,0.00,0.00,0.00
swift,HumanEval_123_get_odd_collatz,incoder,reworded,0.00,0.00,0.00
d,HumanEval_30_get_positive,incoder,reworded,0.00,0.00,0.00
js,HumanEval_119_match_parens,incoder,keep,0.00,NA,NA
r,HumanEval_41_car_race_collision,davinci,keep,0.00,NA,NA
pl,HumanEval_120_maximum,incoder,keep,0.01,NA,NA
jl,HumanEval_20_find_closest_elements,incoder,transform,0.00,NA,NA
lua,HumanEval_111_histogram,incoder,transform,0.00,NA,NA
py,HumanEval_21_rescale_to_unit,incoder,remove,0.77,NA,NA
ts,HumanEval_13_greatest_common_divisor,davinci,remove,1.00,NA,NA
r,HumanEval_25_factorize,davinci,remove,0.05,NA,NA
jl,HumanEval_120_maximum,davinci,remove,0.16,NA,NA
java,HumanEval_14_all_prefixes,davinci,keep,1.00,NA,NA
r,HumanEval_157_right_angle_triangle,davinci,keep,0.18,NA,NA
pl,HumanEval_82_prime_length,incoder,remove,0.00,NA,NA
py,HumanEval_89_encrypt,incoder,keep,0.00,NA,NA
r,HumanEval_162_string_to_md5,davinci,keep,0.00,NA,NA
rb,HumanEval_8_sum_product,davinci,transform,0.08,NA,NA
js,HumanEval_104_unique_digits,incoder,transform,0.00,NA,NA
cs,HumanEval_126_is_sorted,davinci,transform,0.03,NA,NA
cs,HumanEval_17_parse_music,davinci,transform,0.00,NA,NA
rb,HumanEval_77_iscube,davinci,remove,0.03,NA,NA
rb,HumanEval_135_can_arrange,davinci,transform,0.00,NA,NA
scala,HumanEval_9_rolling_max,incoder,remove,0.00,NA,NA
scala,HumanEval_43_pairs_sum_to_zero,incoder,remove,0.00,NA,NA
swift,HumanEval_33_sort_third,davinci,remove,0.00,NA,NA
sh,HumanEval_161_solve,davinci,transform,0.03,NA,NA
sh,HumanEval_86_anti_shuffle,incoder,remove,0.00,NA,NA
php,HumanEval_26_remove_duplicates,davinci,reworded,0.25,0.92,1.00
ts,HumanEval_162_string_to_md5,davinci,reworded,0.00,0.41,1.00
sh,HumanEval_44_change_base,davinci,remove,0.40,NA,NA
rs,HumanEval_147_get_max_triples,davinci,transform,0.07,NA,NA
swift,HumanEval_69_search,incoder,transform,0.00,NA,NA
pl,HumanEval_157_right_angle_triangle,incoder,remove,0.00,NA,NA
js,HumanEval_23_strlen,incoder,transform,0.99,NA,NA
jl,HumanEval_9_rolling_max,davinci,remove,0.19,NA,NA
js,HumanEval_77_iscube,incoder,transform,0.00,NA,NA
cpp,HumanEval_131_digits,davinci,transform,0.00,NA,NA
jl,HumanEval_151_double_the_difference,incoder,reworded,0.00,0.05,0.50
pl,HumanEval_85_add,incoder,keep,0.00,NA,NA
d,HumanEval_69_search,davinci,keep,0.40,NA,NA
js,HumanEval_15_string_sequence,davinci,keep,0.74,NA,NA
rb,HumanEval_67_fruit_distribution,incoder,reworded,0.00,0.00,0.00
lua,HumanEval_3_below_zero,davinci,keep,1.00,NA,NA
scala,HumanEval_23_strlen,davinci,keep,1.00,NA,NA
php,HumanEval_134_check_if_last_char_is_a_letter,incoder,transform,0.00,NA,NA
cpp,HumanEval_104_unique_digits,davinci,keep,0.54,NA,NA
ts,HumanEval_2_truncate_number,davinci,transform,0.99,NA,NA
sh,HumanEval_25_factorize,incoder,transform,0.00,NA,NA
ts,HumanEval_39_prime_fib,davinci,reworded,0.00,0.00,0.00
jl,HumanEval_149_sorted_list_sum,davinci,remove,0.01,NA,NA
lua,HumanEval_123_get_odd_collatz,davinci,reworded,0.01,0.57,1.00
rkt,HumanEval_103_rounded_avg,davinci,reworded,0.02,0.14,0.88
java,HumanEval_41_car_race_collision,davinci,reworded,0.00,0.38,1.00
js,HumanEval_53_add,incoder,remove,1.00,NA,NA
rb,HumanEval_7_filter_by_substring,davinci,remove,1.00,NA,NA
js,HumanEval_94_skjkasdkd,incoder,reworded,0.00,0.00,0.00
py,HumanEval_42_incr_list,incoder,reworded,0.00,0.99,1.00
cpp,HumanEval_115_max_fill,incoder,keep,0.00,NA,NA
php,HumanEval_133_sum_squares,incoder,reworded,0.00,0.00,0.00
r,HumanEval_138_is_equal_to_sum_even,davinci,transform,0.16,NA,NA
d,HumanEval_87_get_row,incoder,remove,0.00,NA,NA
lua,HumanEval_5_intersperse,davinci,remove,1.00,NA,NA
rkt,HumanEval_80_is_happy,davinci,keep,0.02,NA,NA
pl,HumanEval_61_correct_bracketing,davinci,reworded,0.98,1.00,1.00
lua,HumanEval_10_make_palindrome,davinci,keep,0.00,NA,NA
jl,HumanEval_21_rescale_to_unit,davinci,transform,0.97,NA,NA
rs,HumanEval_126_is_sorted,incoder,transform,0.00,NA,NA
php,HumanEval_99_closest_integer,davinci,transform,0.00,NA,NA
go,HumanEval_0_has_close_elements,incoder,remove,0.00,NA,NA
java,HumanEval_161_solve,davinci,transform,0.27,NA,NA
lua,HumanEval_67_fruit_distribution,davinci,remove,0.33,NA,NA
lua,HumanEval_150_x_or_y,incoder,remove,0.00,NA,NA
swift,HumanEval_10_make_palindrome,incoder,remove,0.00,NA,NA
cpp,HumanEval_21_rescale_to_unit,davinci,keep,1.00,NA,NA
rkt,HumanEval_119_match_parens,davinci,remove,0.01,NA,NA
scala,HumanEval_46_fib4,davinci,reworded,0.17,0.96,1.00
cpp,HumanEval_65_circular_shift,davinci,transform,0.10,NA,NA
jl,HumanEval_112_reverse_delete,davinci,transform,0.14,NA,NA
php,HumanEval_127_intersection,davinci,remove,0.00,NA,NA
py,HumanEval_138_is_equal_to_sum_even,davinci,remove,0.17,NA,NA
rkt,HumanEval_12_longest,incoder,keep,0.00,NA,NA
lua,HumanEval_97_multiply,incoder,keep,0.00,NA,NA
sh,HumanEval_60_sum_to_n,incoder,keep,0.87,NA,NA
php,HumanEval_107_even_odd_palindrome,incoder,keep,0.00,NA,NA
py,HumanEval_31_is_prime,incoder,reworded,0.11,0.70,1.00
